No,Country,Latitude,Longitude,Crop,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
356,Angola,-11.2027,17.8739,"Rice, paddy",2011,8914,1010,40,24.15
308,Angola,-11.2027,17.8739,"Rice, paddy",2005,6977,1010,40,24.41
373,Angola,-11.2027,17.8739,Sorghum,2013,2415,1010,40,24.55
238,Angola,-11.2027,17.8739,Maize,1994,2463,1010,25.5,24.04
371,Angola,-11.2027,17.8739,Potatoes,2013,63303,1010,40,24.55
372,Angola,-11.2027,17.8739,"Rice, paddy",2013,12744,1010,40,24.55
240,Angola,-11.2027,17.8739,"Rice, paddy",1994,8750,1010,25.5,24.04
357,Angola,-11.2027,17.8739,Sorghum,2011,3320,1010,40,24.15
239,Angola,-11.2027,17.8739,Potatoes,1994,90000,1010,25.5,24.04
235,Angola,-11.2027,17.8739,Sweet potatoes,1993,88095,1010,169,24.15
262,Angola,-11.2027,17.8739,Maize,1998,7396,1010,40,24.96
266,Angola,-11.2027,17.8739,Wheat,1998,17143,1010,40,24.96
301,Angola,-11.2027,17.8739,Sorghum,2004,3333,1010,40,24.22
263,Angola,-11.2027,17.8739,Potatoes,1998,62724,1010,40,24.96
268,Angola,-11.2027,17.8739,Maize,1999,6361,1010,40,24.37
345,Angola,-11.2027,17.8739,Cassava,2010,155782,1010,40,24.44
302,Angola,-11.2027,17.8739,Soybeans,2004,3600,1010,40,24.22
267,Angola,-11.2027,17.8739,Cassava,1999,59821,1010,40,24.37
465,Argentina,-38.4161,-63.6167,Sorghum,1995,34588,591,37842,17.74
517,Argentina,-38.4161,-63.6167,Sweet potatoes,1998,175055,591,62397,17.23
523,Argentina,-38.4161,-63.6167,Maize,1999,53702,591,62831.39,17.15
457,Argentina,-38.4161,-63.6167,Cassava,1995,100000,591,37842,17.74
525,Argentina,-38.4161,-63.6167,Potatoes,1999,238938,591,62831.39,17.15
516,Argentina,-38.4161,-63.6167,Soybeans,1998,26937,591,62397,17.52
464,Argentina,-38.4161,-63.6167,"Rice, paddy",1995,50306,591,37842,17.62
524,Argentina,-38.4161,-63.6167,Maize,1999,53702,591,62831.39,17.71
458,Argentina,-38.4161,-63.6167,Cassava,1995,100000,591,37842,17.62
573,Argentina,-38.4161,-63.6167,Potatoes,2002,251347,591,64134.56,17.58
526,Argentina,-38.4161,-63.6167,Potatoes,1999,238938,591,62831.39,17.71
515,Argentina,-38.4161,-63.6167,Soybeans,1998,26937,591,62397,17.23
379,Argentina,-38.4161,-63.6167,Maize,1990,34608,591,26156,17.46
577,Argentina,-38.4161,-63.6167,Sorghum,2002,52691,591,64134.56,17.58
481,Argentina,-38.4161,-63.6167,Sorghum,1996,38763,591,54595,17.64
527,Argentina,-38.4161,-63.6167,"Rice, paddy",1999,57337,591,62831.39,17.15
572,Argentina,-38.4161,-63.6167,Maize,2002,60791,591,64134.56,18.07
554,Argentina,-38.4161,-63.6167,Cassava,2001,100000,591,63700.17,18.42
463,Argentina,-38.4161,-63.6167,"Rice, paddy",1995,50306,591,37842,17.74
514,Argentina,-38.4161,-63.6167,Sorghum,1998,48105,591,62397,17.52
380,Argentina,-38.4161,-63.6167,Maize,1990,34608,591,26156,17.67
381,Argentina,-38.4161,-63.6167,Potatoes,1990,202747,591,26156,17.46
382,Argentina,-38.4161,-63.6167,Potatoes,1990,202747,591,26156,17.67
574,Argentina,-38.4161,-63.6167,Potatoes,2002,251347,591,64134.56,18.07
575,Argentina,-38.4161,-63.6167,"Rice, paddy",2002,57197,591,64134.56,17.58
528,Argentina,-38.4161,-63.6167,"Rice, paddy",1999,57337,591,62831.39,17.71
563,Argentina,-38.4161,-63.6167,Soybeans,2001,25846,591,63700.17,17.71
578,Argentina,-38.4161,-63.6167,Sorghum,2002,52691,591,64134.56,18.07
550,Argentina,-38.4161,-63.6167,Sweet potatoes,2000,151462,591,63265.78,17.66
482,Argentina,-38.4161,-63.6167,Sorghum,1996,38763,591,54595,17.97
377,Argentina,-38.4161,-63.6167,Cassava,1990,100000,591,26156,17.46
378,Argentina,-38.4161,-63.6167,Cassava,1990,100000,591,26156,17.67
585,Argentina,-38.4161,-63.6167,Cassava,2004,100000,591,65003.34,17.67
570,Argentina,-38.4161,-63.6167,Cassava,2002,100000,591,64134.56,18.07
571,Argentina,-38.4161,-63.6167,Maize,2002,60791,591,64134.56,17.58
442,Argentina,-38.4161,-63.6167,Cassava,1994,100000,591,30195,18.31
383,Argentina,-38.4161,-63.6167,"Rice, paddy",1990,36709,591,26156,17.46
384,Argentina,-38.4161,-63.6167,"Rice, paddy",1990,36709,591,26156,17.67
576,Argentina,-38.4161,-63.6167,"Rice, paddy",2002,57197,591,64134.56,18.07
446,Argentina,-38.4161,-63.6167,Potatoes,1994,230166,591,30195,18.31
447,Argentina,-38.4161,-63.6167,"Rice, paddy",1994,42989,591,30195,18.17
448,Argentina,-38.4161,-63.6167,"Rice, paddy",1994,42989,591,30195,18.31
449,Argentina,-38.4161,-63.6167,Sorghum,1994,35065,591,30195,18.17
552,Argentina,-38.4161,-63.6167,Wheat,2000,24873,591,63265.78,17.66
392,Argentina,-38.4161,-63.6167,Wheat,1990,18947,591,26156,17.67
556,Argentina,-38.4161,-63.6167,Maize,2001,54553,591,63700.17,18.42
462,Argentina,-38.4161,-63.6167,Potatoes,1995,274272,591,37842,17.62
454,Argentina,-38.4161,-63.6167,Sweet potatoes,1994,176667,591,30195,18.31
695,Argentina,-38.4161,-63.6167,Wheat,2010,27113,591,105915.04,17.33
443,Argentina,-38.4161,-63.6167,Maize,1994,42371,591,30195,18.17
444,Argentina,-38.4161,-63.6167,Maize,1994,42371,591,30195,18.31
445,Argentina,-38.4161,-63.6167,Potatoes,1994,230166,591,30195,18.17
477,Argentina,-38.4161,-63.6167,Potatoes,1996,228877,591,54595,17.64
478,Argentina,-38.4161,-63.6167,Potatoes,1996,228877,591,54595,17.97
479,Argentina,-38.4161,-63.6167,"Rice, paddy",1996,51031,591,54595,17.64
480,Argentina,-38.4161,-63.6167,"Rice, paddy",1996,51031,591,54595,17.97
459,Argentina,-38.4161,-63.6167,Maize,1995,45223,591,37842,17.74
460,Argentina,-38.4161,-63.6167,Maize,1995,45223,591,37842,17.62
461,Argentina,-38.4161,-63.6167,Potatoes,1995,274272,591,37842,17.74
555,Argentina,-38.4161,-63.6167,Maize,2001,54553,591,63700.17,17.71
557,Argentina,-38.4161,-63.6167,Potatoes,2001,283768,591,63700.17,17.71
558,Argentina,-38.4161,-63.6167,Potatoes,2001,283768,591,63700.17,18.42
696,Argentina,-38.4161,-63.6167,Wheat,2010,27113,591,105915.04,17.84
475,Argentina,-38.4161,-63.6167,Maize,1996,40397,591,54595,17.64
476,Argentina,-38.4161,-63.6167,Maize,1996,40397,591,54595,17.97
562,Argentina,-38.4161,-63.6167,Sorghum,2001,47429,591,63700.17,18.42
724,Argentina,-38.4161,-63.6167,Soybeans,2012,22814,591,136185.08,18.43
725,Argentina,-38.4161,-63.6167,Sweet potatoes,2012,148126,591,136185.08,18.18
564,Argentina,-38.4161,-63.6167,Soybeans,2001,25846,591,63700.17,18.42
489,Argentina,-38.4161,-63.6167,Cassava,1997,100000,591,77691,18.29
490,Argentina,-38.4161,-63.6167,Cassava,1997,100000,591,77691,18.54
483,Argentina,-38.4161,-63.6167,Soybeans,1996,21051,591,54595,17.64
568,Argentina,-38.4161,-63.6167,Wheat,2001,24934,591,63700.17,18.42
513,Argentina,-38.4161,-63.6167,Sorghum,1998,48105,591,62397,17.23
521,Argentina,-38.4161,-63.6167,Cassava,1999,100000,591,62831.39,17.15
522,Argentina,-38.4161,-63.6167,Cassava,1999,100000,591,62831.39,17.71
708,Argentina,-38.4161,-63.6167,Soybeans,2011,26053,591,100424.62,17.93
709,Argentina,-38.4161,-63.6167,Sweet potatoes,2011,148754,591,100424.62,17.58
710,Argentina,-38.4161,-63.6167,Sweet potatoes,2011,148754,591,100424.62,17.93
711,Argentina,-38.4161,-63.6167,Wheat,2011,35063,591,100424.62,17.58
712,Argentina,-38.4161,-63.6167,Wheat,2011,35063,591,100424.62,17.93
398,Argentina,-38.4161,-63.6167,Potatoes,1991,205692,591,26156,17.86
529,Argentina,-38.4161,-63.6167,Sorghum,1999,43845,591,62831.39,17.15
402,Argentina,-38.4161,-63.6167,Sorghum,1991,33320,591,26156,17.86
403,Argentina,-38.4161,-63.6167,Soybeans,1991,22750,591,26156,17.64
404,Argentina,-38.4161,-63.6167,Soybeans,1991,22750,591,26156,17.86
405,Argentina,-38.4161,-63.6167,Sweet potatoes,1991,131364,591,26156,17.64
406,Argentina,-38.4161,-63.6167,Sweet potatoes,1991,131364,591,26156,17.86
407,Argentina,-38.4161,-63.6167,Wheat,1991,18972,591,26156,17.64
408,Argentina,-38.4161,-63.6167,Wheat,1991,18972,591,26156,17.86
544,Argentina,-38.4161,-63.6167,"Rice, paddy",2000,47798,591,63265.78,17.66
545,Argentina,-38.4161,-63.6167,Sorghum,2000,46477,591,63265.78,16.98
546,Argentina,-38.4161,-63.6167,Sorghum,2000,46477,591,63265.78,17.66
547,Argentina,-38.4161,-63.6167,Soybeans,2000,23312,591,63265.78,16.98
548,Argentina,-38.4161,-63.6167,Soybeans,2000,23312,591,63265.78,17.66
549,Argentina,-38.4161,-63.6167,Sweet potatoes,2000,151462,591,63265.78,16.98
713,Argentina,-38.4161,-63.6167,Cassava,2012,100000,591,136185.08,18.18
551,Argentina,-38.4161,-63.6167,Wheat,2000,24873,591,63265.78,16.98
553,Argentina,-38.4161,-63.6167,Cassava,2001,100000,591,63700.17,17.71
716,Argentina,-38.4161,-63.6167,Maize,2012,57346,591,136185.08,18.43
718,Argentina,-38.4161,-63.6167,Potatoes,2012,287821,591,136185.08,18.43
719,Argentina,-38.4161,-63.6167,"Rice, paddy",2012,66617,591,136185.08,18.18
559,Argentina,-38.4161,-63.6167,"Rice, paddy",2001,57495,591,63700.17,17.71
560,Argentina,-38.4161,-63.6167,"Rice, paddy",2001,57495,591,63700.17,18.42
561,Argentina,-38.4161,-63.6167,Sorghum,2001,47429,591,63700.17,17.71
723,Argentina,-38.4161,-63.6167,Soybeans,2012,22814,591,136185.08,18.18
654,Argentina,-38.4161,-63.6167,Potatoes,2008,279412,591,87149.01,18.39
655,Argentina,-38.4161,-63.6167,"Rice, paddy",2008,68278,591,87149.01,17.71
656,Argentina,-38.4161,-63.6167,"Rice, paddy",2008,68278,591,87149.01,18.39
565,Argentina,-38.4161,-63.6167,Sweet potatoes,2001,155212,591,63700.17,17.71
566,Argentina,-38.4161,-63.6167,Sweet potatoes,2001,155212,591,63700.17,18.42
728,Argentina,-38.4161,-63.6167,Wheat,2012,32199,591,136185.08,18.43
567,Argentina,-38.4161,-63.6167,Wheat,2001,24934,591,63700.17,17.71
569,Argentina,-38.4161,-63.6167,Cassava,2002,100000,591,64134.56,17.58
662,Argentina,-38.4161,-63.6167,Sweet potatoes,2008,145105,591,87149.01,18.39
663,Argentina,-38.4161,-63.6167,Wheat,2008,28271,591,87149.01,17.71
664,Argentina,-38.4161,-63.6167,Wheat,2008,28271,591,87149.01,18.39
420,Argentina,-38.4161,-63.6167,Soybeans,1992,22915,591,26156,17.51
421,Argentina,-38.4161,-63.6167,Sweet potatoes,1992,127273,591,26156,17.09
422,Argentina,-38.4161,-63.6167,Sweet potatoes,1992,127273,591,26156,17.51
423,Argentina,-38.4161,-63.6167,Wheat,1992,21809,591,26156,17.09
424,Argentina,-38.4161,-63.6167,Wheat,1992,21809,591,26156,17.51
438,Argentina,-38.4161,-63.6167,Sweet potatoes,1993,122955,591,26156,17.53
439,Argentina,-38.4161,-63.6167,Wheat,1993,23272,591,26156,17.32
579,Argentina,-38.4161,-63.6167,Soybeans,2002,26304,591,64134.56,17.58
580,Argentina,-38.4161,-63.6167,Soybeans,2002,26304,591,64134.56,18.07
581,Argentina,-38.4161,-63.6167,Sweet potatoes,2002,155890,591,64134.56,17.58
582,Argentina,-38.4161,-63.6167,Sweet potatoes,2002,155890,591,64134.56,18.07
586,Argentina,-38.4161,-63.6167,Cassava,2004,100000,591,65003.34,18.11
587,Argentina,-38.4161,-63.6167,Maize,2004,63931,591,65003.34,17.67
588,Argentina,-38.4161,-63.6167,Maize,2004,63931,591,65003.34,18.11
589,Argentina,-38.4161,-63.6167,Potatoes,2004,288717,591,65003.34,17.67
590,Argentina,-38.4161,-63.6167,Potatoes,2004,288717,591,65003.34,18.11
385,Argentina,-38.4161,-63.6167,Sorghum,1990,28116,591,26156,17.46
386,Argentina,-38.4161,-63.6167,Sorghum,1990,28116,591,26156,17.67
387,Argentina,-38.4161,-63.6167,Soybeans,1990,21566,591,26156,17.46
388,Argentina,-38.4161,-63.6167,Soybeans,1990,21566,591,26156,17.67
389,Argentina,-38.4161,-63.6167,Sweet potatoes,1990,131864,591,26156,17.46
390,Argentina,-38.4161,-63.6167,Sweet potatoes,1990,131864,591,26156,17.67
391,Argentina,-38.4161,-63.6167,Wheat,1990,18947,591,26156,17.46
717,Argentina,-38.4161,-63.6167,Potatoes,2012,287821,591,136185.08,18.18
649,Argentina,-38.4161,-63.6167,Cassava,2008,100000,591,87149.01,17.71
720,Argentina,-38.4161,-63.6167,"Rice, paddy",2012,66617,591,136185.08,18.43
721,Argentina,-38.4161,-63.6167,Sorghum,2012,46534,591,136185.08,18.18
722,Argentina,-38.4161,-63.6167,Sorghum,2012,46534,591,136185.08,18.43
653,Argentina,-38.4161,-63.6167,Potatoes,2008,279412,591,87149.01,17.71
410,Argentina,-38.4161,-63.6167,Cassava,1992,100000,591,26156,17.51
736,Argentina,-38.4161,-63.6167,"Rice, paddy",2013,67187,591,171945.54,16.88
737,Argentina,-38.4161,-63.6167,Sorghum,2013,40852,591,171945.54,16.45
726,Argentina,-38.4161,-63.6167,Sweet potatoes,2012,148126,591,136185.08,18.43
727,Argentina,-38.4161,-63.6167,Wheat,2012,32199,591,136185.08,18.18
414,Argentina,-38.4161,-63.6167,Potatoes,1992,199039,591,26156,17.51
415,Argentina,-38.4161,-63.6167,"Rice, paddy",1992,52075,591,26156,17.09
416,Argentina,-38.4161,-63.6167,"Rice, paddy",1992,52075,591,26156,17.51
417,Argentina,-38.4161,-63.6167,Sorghum,1992,36217,591,26156,17.09
441,Argentina,-38.4161,-63.6167,Cassava,1994,100000,591,30195,18.17
419,Argentina,-38.4161,-63.6167,Soybeans,1992,22915,591,26156,17.09
633,Argentina,-38.4161,-63.6167,Cassava,2007,100000,591,81582.64,16.71
634,Argentina,-38.4161,-63.6167,Cassava,2007,100000,591,81582.64,17.14
635,Argentina,-38.4161,-63.6167,Maize,2007,76655,591,81582.64,16.71
518,Argentina,-38.4161,-63.6167,Sweet potatoes,1998,175055,591,62397,17.52
519,Argentina,-38.4161,-63.6167,Wheat,1998,26088,591,62397,17.23
520,Argentina,-38.4161,-63.6167,Wheat,1998,26088,591,62397,17.52
399,Argentina,-38.4161,-63.6167,"Rice, paddy",1991,40294,591,26156,17.64
440,Argentina,-38.4161,-63.6167,Wheat,1993,23272,591,26156,17.53
690,Argentina,-38.4161,-63.6167,Sorghum,2010,48163,591,105915.04,17.84
691,Argentina,-38.4161,-63.6167,Soybeans,2010,29053,591,105915.04,17.33
692,Argentina,-38.4161,-63.6167,Soybeans,2010,29053,591,105915.04,17.84
693,Argentina,-38.4161,-63.6167,Sweet potatoes,2010,149382,591,105915.04,17.33
694,Argentina,-38.4161,-63.6167,Sweet potatoes,2010,149382,591,105915.04,17.84
473,Argentina,-38.4161,-63.6167,Cassava,1996,100000,591,54595,17.64
474,Argentina,-38.4161,-63.6167,Cassava,1996,100000,591,54595,17.97
466,Argentina,-38.4161,-63.6167,Sorghum,1995,34588,591,37842,17.62
467,Argentina,-38.4161,-63.6167,Soybeans,1995,20446,591,37842,17.74
468,Argentina,-38.4161,-63.6167,Soybeans,1995,20446,591,37842,17.62
469,Argentina,-38.4161,-63.6167,Sweet potatoes,1995,168000,591,37842,17.74
470,Argentina,-38.4161,-63.6167,Sweet potatoes,1995,168000,591,37842,17.62
471,Argentina,-38.4161,-63.6167,Wheat,1995,21675,591,37842,17.74
472,Argentina,-38.4161,-63.6167,Wheat,1995,21675,591,37842,17.62
627,Argentina,-38.4161,-63.6167,Soybeans,2006,26793,591,65872.12,18.1
729,Argentina,-38.4161,-63.6167,Cassava,2013,99459,591,171945.54,16.45
730,Argentina,-38.4161,-63.6167,Cassava,2013,99459,591,171945.54,16.88
650,Argentina,-38.4161,-63.6167,Cassava,2008,100000,591,87149.01,18.39
651,Argentina,-38.4161,-63.6167,Maize,2008,64525,591,87149.01,17.71
652,Argentina,-38.4161,-63.6167,Maize,2008,64525,591,87149.01,18.39
409,Argentina,-38.4161,-63.6167,Cassava,1992,100000,591,26156,17.09
697,Argentina,-38.4161,-63.6167,Cassava,2011,100000,591,100424.62,17.58
698,Argentina,-38.4161,-63.6167,Cassava,2011,100000,591,100424.62,17.93
699,Argentina,-38.4161,-63.6167,Maize,2011,63503,591,100424.62,17.58
505,Argentina,-38.4161,-63.6167,Cassava,1998,100000,591,62397,17.23
506,Argentina,-38.4161,-63.6167,Cassava,1998,100000,591,62397,17.52
507,Argentina,-38.4161,-63.6167,Maize,1998,60780,591,62397,17.23
508,Argentina,-38.4161,-63.6167,Maize,1998,60780,591,62397,17.52
509,Argentina,-38.4161,-63.6167,Potatoes,1998,293744,591,62397,17.23
510,Argentina,-38.4161,-63.6167,Potatoes,1998,293744,591,62397,17.52
511,Argentina,-38.4161,-63.6167,"Rice, paddy",1998,47762,591,62397,17.23
512,Argentina,-38.4161,-63.6167,"Rice, paddy",1998,47762,591,62397,17.52
432,Argentina,-38.4161,-63.6167,"Rice, paddy",1993,43559,591,26156,17.53
433,Argentina,-38.4161,-63.6167,Sorghum,1993,39529,591,26156,17.32
434,Argentina,-38.4161,-63.6167,Sorghum,1993,39529,591,26156,17.53
435,Argentina,-38.4161,-63.6167,Soybeans,1993,21589,591,26156,17.32
436,Argentina,-38.4161,-63.6167,Soybeans,1993,21589,591,26156,17.53
437,Argentina,-38.4161,-63.6167,Sweet potatoes,1993,122955,591,26156,17.32
684,Argentina,-38.4161,-63.6167,Maize,2010,78040,591,105915.04,17.84
400,Argentina,-38.4161,-63.6167,"Rice, paddy",1991,40294,591,26156,17.86
401,Argentina,-38.4161,-63.6167,Sorghum,1991,33320,591,26156,17.64
537,Argentina,-38.4161,-63.6167,Cassava,2000,100000,591,63265.78,16.98
538,Argentina,-38.4161,-63.6167,Cassava,2000,100000,591,63265.78,17.66
539,Argentina,-38.4161,-63.6167,Maize,2000,54329,591,63265.78,16.98
540,Argentina,-38.4161,-63.6167,Maize,2000,54329,591,63265.78,17.66
541,Argentina,-38.4161,-63.6167,Potatoes,2000,277566,591,63265.78,16.98
542,Argentina,-38.4161,-63.6167,Potatoes,2000,277566,591,63265.78,17.66
543,Argentina,-38.4161,-63.6167,"Rice, paddy",2000,47798,591,63265.78,16.98
536,Argentina,-38.4161,-63.6167,Wheat,1999,23028,591,62831.39,17.71
591,Argentina,-38.4161,-63.6167,"Rice, paddy",2004,62661,591,65003.34,17.67
592,Argentina,-38.4161,-63.6167,"Rice, paddy",2004,62661,591,65003.34,18.11
593,Argentina,-38.4161,-63.6167,Sorghum,2004,45531,591,65003.34,17.67
594,Argentina,-38.4161,-63.6167,Sorghum,2004,45531,591,65003.34,18.11
714,Argentina,-38.4161,-63.6167,Cassava,2012,100000,591,136185.08,18.43
715,Argentina,-38.4161,-63.6167,Maize,2012,57346,591,136185.08,18.18
597,Argentina,-38.4161,-63.6167,Sweet potatoes,2004,154867,591,65003.34,17.67
598,Argentina,-38.4161,-63.6167,Sweet potatoes,2004,154867,591,65003.34,18.11
599,Argentina,-38.4161,-63.6167,Wheat,2004,25441,591,65003.34,17.67
731,Argentina,-38.4161,-63.6167,Maize,2013,66037,591,171945.54,16.45
732,Argentina,-38.4161,-63.6167,Maize,2013,66037,591,171945.54,16.88
733,Argentina,-38.4161,-63.6167,Potatoes,2013,288984,591,171945.54,16.45
734,Argentina,-38.4161,-63.6167,Potatoes,2013,288984,591,171945.54,16.88
735,Argentina,-38.4161,-63.6167,"Rice, paddy",2013,67187,591,171945.54,16.45
601,Argentina,-38.4161,-63.6167,Cassava,2005,100000,591,65437.73,17.32
411,Argentina,-38.4161,-63.6167,Maize,1992,45237,591,26156,17.09
657,Argentina,-38.4161,-63.6167,Sorghum,2008,47474,591,87149.01,17.71
658,Argentina,-38.4161,-63.6167,Sorghum,2008,47474,591,87149.01,18.39
659,Argentina,-38.4161,-63.6167,Soybeans,2008,28216,591,87149.01,17.71
660,Argentina,-38.4161,-63.6167,Soybeans,2008,28216,591,87149.01,18.39
661,Argentina,-38.4161,-63.6167,Sweet potatoes,2008,145105,591,87149.01,17.71
609,Argentina,-38.4161,-63.6167,Sorghum,2005,51872,591,65437.73,17.32
418,Argentina,-38.4161,-63.6167,Sorghum,1992,36217,591,26156,17.51
706,Argentina,-38.4161,-63.6167,Sorghum,2011,44029,591,100424.62,17.93
707,Argentina,-38.4161,-63.6167,Soybeans,2011,26053,591,100424.62,17.58
393,Argentina,-38.4161,-63.6167,Cassava,1991,100000,591,26156,17.64
394,Argentina,-38.4161,-63.6167,Cassava,1991,100000,591,26156,17.86
395,Argentina,-38.4161,-63.6167,Maize,1991,40444,591,26156,17.64
396,Argentina,-38.4161,-63.6167,Maize,1991,40444,591,26156,17.86
397,Argentina,-38.4161,-63.6167,Potatoes,1991,205692,591,26156,17.64
685,Argentina,-38.4161,-63.6167,Potatoes,2010,289849,591,105915.04,17.33
686,Argentina,-38.4161,-63.6167,Potatoes,2010,289849,591,105915.04,17.84
450,Argentina,-38.4161,-63.6167,Sorghum,1994,35065,591,30195,18.31
451,Argentina,-38.4161,-63.6167,Soybeans,1994,20386,591,30195,18.17
452,Argentina,-38.4161,-63.6167,Soybeans,1994,20386,591,30195,18.31
583,Argentina,-38.4161,-63.6167,Wheat,2002,22398,591,64134.56,17.58
584,Argentina,-38.4161,-63.6167,Wheat,2002,22398,591,64134.56,18.07
618,Argentina,-38.4161,-63.6167,Cassava,2006,100000,591,65872.12,18.35
619,Argentina,-38.4161,-63.6167,Maize,2006,59030,591,65872.12,18.1
665,Argentina,-38.4161,-63.6167,Cassava,2009,101695,591,61586.56,18.16
456,Argentina,-38.4161,-63.6167,Wheat,1994,20237,591,30195,18.31
622,Argentina,-38.4161,-63.6167,Potatoes,2006,285828,591,65872.12,18.35
623,Argentina,-38.4161,-63.6167,"Rice, paddy",2006,70610,591,65872.12,18.1
624,Argentina,-38.4161,-63.6167,"Rice, paddy",2006,70610,591,65872.12,18.35
595,Argentina,-38.4161,-63.6167,Soybeans,2004,22075,591,65003.34,17.67
596,Argentina,-38.4161,-63.6167,Soybeans,2004,22075,591,65003.34,18.11
671,Argentina,-38.4161,-63.6167,"Rice, paddy",2009,68842,591,61586.56,18.16
491,Argentina,-38.4161,-63.6167,Maize,1997,45557,591,77691,18.29
484,Argentina,-38.4161,-63.6167,Soybeans,1996,21051,591,54595,17.97
485,Argentina,-38.4161,-63.6167,Sweet potatoes,1996,170000,591,54595,17.64
486,Argentina,-38.4161,-63.6167,Sweet potatoes,1996,170000,591,54595,17.97
487,Argentina,-38.4161,-63.6167,Wheat,1996,19344,591,54595,17.64
488,Argentina,-38.4161,-63.6167,Wheat,1996,19344,591,54595,17.97
497,Argentina,-38.4161,-63.6167,Sorghum,1997,36845,591,77691,18.29
498,Argentina,-38.4161,-63.6167,Sorghum,1997,36845,591,77691,18.54
499,Argentina,-38.4161,-63.6167,Soybeans,1997,17212,591,77691,18.29
412,Argentina,-38.4161,-63.6167,Maize,1992,45237,591,26156,17.51
413,Argentina,-38.4161,-63.6167,Potatoes,1992,199039,591,26156,17.09
606,Argentina,-38.4161,-63.6167,Potatoes,2005,283917,591,65437.73,17.83
607,Argentina,-38.4161,-63.6167,"Rice, paddy",2005,60165,591,65437.73,17.32
608,Argentina,-38.4161,-63.6167,"Rice, paddy",2005,60165,591,65437.73,17.83
704,Argentina,-38.4161,-63.6167,"Rice, paddy",2011,67901,591,100424.62,17.93
705,Argentina,-38.4161,-63.6167,Sorghum,2011,44029,591,100424.62,17.58
742,Argentina,-38.4161,-63.6167,Sweet potatoes,2013,147498,591,171945.54,16.88
743,Argentina,-38.4161,-63.6167,Wheat,2013,26581,591,171945.54,16.45
744,Argentina,-38.4161,-63.6167,Wheat,2013,26581,591,171945.54,16.88
431,Argentina,-38.4161,-63.6167,"Rice, paddy",1993,43559,591,26156,17.32
681,Argentina,-38.4161,-63.6167,Cassava,2010,101000,591,105915.04,17.33
682,Argentina,-38.4161,-63.6167,Cassava,2010,101000,591,105915.04,17.84
683,Argentina,-38.4161,-63.6167,Maize,2010,78040,591,105915.04,17.33
638,Argentina,-38.4161,-63.6167,Potatoes,2007,286765,591,81582.64,17.14
641,Argentina,-38.4161,-63.6167,Sorghum,2007,47021,591,81582.64,16.71
642,Argentina,-38.4161,-63.6167,Sorghum,2007,47021,591,81582.64,17.14
643,Argentina,-38.4161,-63.6167,Soybeans,2007,29712,591,81582.64,16.71
530,Argentina,-38.4161,-63.6167,Sorghum,1999,43845,591,62831.39,17.71
453,Argentina,-38.4161,-63.6167,Sweet potatoes,1994,176667,591,30195,18.17
617,Argentina,-38.4161,-63.6167,Cassava,2006,100000,591,65872.12,18.1
533,Argentina,-38.4161,-63.6167,Sweet potatoes,1999,143991,591,62831.39,17.15
